name,Brand_name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
Maruti Omni 8 Seater BSIV,Maruti,2013,170000,35000,Petrol,Individual,Manual,First Owner
Maruti Alto 800 LXI,Maruti,2019,295000,10000,Petrol,Individual,Manual,First Owner
Renault KWID RXL,Renault,2019,375000,10000,Petrol,Individual,Manual,First Owner
Hyundai EON Era Plus,Hyundai,2012,215000,70000,Petrol,Individual,Manual,Second Owner
Ford Fiesta 1.4 ZXi TDCi ABS,Ford,2009,150000,110000,Diesel,Individual,Manual,Second Owner
Maruti Alto LXI,Maruti,2003,60000,5000,Petrol,Individual,Manual,Second Owner
Maruti Alto LX,Maruti,2006,52000,120000,Petrol,Individual,Manual,Third Owner
Maruti Omni LPG CARGO BSIII W IMMOBILISER,Maruti,2009,80000,90000,LPG,Individual,Manual,Second Owner
Maruti Alto LX,Maruti,2012,140000,70000,Petrol,Individual,Manual,Second Owner
Hyundai Verna i (Petrol),Hyundai,2008,120000,90000,Petrol,Individual,Manual,Second Owner
Ford Fiesta Classic 1.4 SXI Duratorq,Ford,2006,110000,120000,Diesel,Individual,Manual,Third Owner
Tata New Safari Dicor EX 4X2 BS IV,Tata,2012,280000,110000,Diesel,Individual,Manual,Fourth & Above Owner
Toyota Etios VD,Toyota,2016,450000,50000,Diesel,Individual,Manual,Second Owner
Mahindra XUV500 W7,Mahindra,2018,1150000,58000,Diesel,Individual,Manual,First Owner
Maruti Baleno Delta 1.3,Maruti,2018,650000,15000,Diesel,Individual,Manual,First Owner
Tata Zest Revotron 1.2T XE,Tata,2015,300000,60000,Petrol,Individual,Manual,Second Owner
Tata Nano Twist XT,Tata,2015,73000,57000,Petrol,Individual,Manual,First Owner
Maruti Swift VDI BSIV,Maruti,2015,400000,87000,Diesel,Individual,Manual,Third Owner
Renault KWID 1.0 RXT Optional,Renault,2017,300000,70000,Petrol,Individual,Manual,First Owner
Maruti Wagon R AX,Maruti,2012,300000,30000,Petrol,Individual,Automatic,Second Owner
Maruti Swift Dzire VDI,Maruti,2012,450000,80000,Diesel,Individual,Manual,First Owner
Hyundai Santro Xing GLS,Hyundai,2009,200000,100000,Petrol,Individual,Manual,Second Owner
Maruti Swift VXI,Maruti,2019,580000,40000,Petrol,Individual,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Asta,Hyundai,2017,550000,3917,Petrol,Individual,Manual,First Owner
Mahindra Scorpio SLX 2.6 Turbo 8 Str,Mahindra,2007,190000,160000,Diesel,Individual,Manual,Second Owner
Tata Tiago 1.05 Revotorq XT Option,Tata,2017,450000,35000,Diesel,Individual,Manual,First Owner
Chevrolet Spark 1.0 LS,Chevrolet,2014,220000,70000,Petrol,Individual,Manual,First Owner
Maruti SX4 ZXI MT BSIV,Maruti,2012,310000,69069,Petrol,Dealer,Manual,First Owner
Hyundai Elite i20 Sportz Plus BSIV,Hyundai,2019,650000,13500,Petrol,Individual,Manual,First Owner
Maruti Wagon R Stingray VXI,Maruti,2014,300000,59059,Petrol,Dealer,Manual,First Owner
Hyundai Accent Executive,Hyundai,2013,200000,70000,Petrol,Individual,Manual,First Owner
Honda Brio S MT,Honda,2012,285000,39039,Petrol,Dealer,Manual,First Owner
Honda Brio Exclusive Edition,Honda,2014,335000,33033,Petrol,Dealer,Manual,First Owner
Hyundai Verna Transform SX VTVT,Hyundai,2011,370000,55168,Petrol,Individual,Manual,Second Owner
Hyundai i20 1.2 Sportz,Hyundai,2013,375000,41041,Petrol,Dealer,Manual,First Owner
Hyundai i10 Magna,Hyundai,2009,235000,67067,Petrol,Dealer,Manual,First Owner
Hyundai i10 Sportz 1.2 AT,Hyundai,2013,345000,66066,Petrol,Dealer,Automatic,First Owner
Mahindra Quanto C8,Mahindra,2013,365000,82082,Diesel,Dealer,Manual,First Owner
Hyundai Grand i10 Sportz,Hyundai,2014,400000,48000,Petrol,Individual,Manual,First Owner
Hyundai EON D Lite Plus,Hyundai,2015,250000,30000,Petrol,Individual,Manual,First Owner
Hyundai Verna SX CRDi AT,Hyundai,2012,465000,70070,Diesel,Dealer,Automatic,First Owner
Renault KWID RXT,Renault,2017,300000,10000,Petrol,Individual,Manual,First Owner
Maruti Swift Dzire ZXI 1.2 BS IV,Maruti,2018,655000,25000,Petrol,Individual,Manual,First Owner
Maruti Wagon R LXI CNG,Maruti,2016,350000,30000,CNG,Individual,Manual,Second Owner
Hyundai i10 Sportz 1.2 AT,Hyundai,2015,500000,50000,Petrol,Dealer,Automatic,First Owner
Hyundai Grand i10 AT Asta,Hyundai,2015,465000,63063,Petrol,Dealer,Automatic,First Owner
Maruti Swift VDi BSIII W/ ABS,Maruti,2008,263000,70000,Diesel,Individual,Manual,First Owner
Maruti Omni MPI STD BSIV,Maruti,2012,250000,90000,Petrol,Individual,Manual,First Owner
Hyundai Accent GLE 1,Hyundai,1999,60000,90000,Petrol,Individual,Manual,Fourth & Above Owner
Hyundai Getz GLX,Hyundai,2005,70000,90000,Petrol,Individual,Manual,Third Owner
Chevrolet Sail Hatchback 1.2 LS,Chevrolet,2016,250000,30000,Petrol,Individual,Manual,First Owner
Hyundai EON Magna Plus,Hyundai,2016,229999,80000,Petrol,Individual,Manual,First Owner
Chevrolet Optra Magnum 2.0 LS,Chevrolet,2011,195000,120000,Diesel,Individual,Manual,First Owner
Datsun RediGO S,Datsun,2016,270000,22000,Petrol,Individual,Manual,First Owner
Honda WR-V i-DTEC VX,Honda,2017,650000,140000,Diesel,Individual,Manual,First Owner
Hyundai i20 Asta 1.4 CRDi,Hyundai,2014,370000,80000,Diesel,Individual,Manual,Second Owner
Maruti Swift VDI Optional,Maruti,2016,509999,40000,Diesel,Individual,Manual,First Owner
Maruti Zen Estilo VXI BSIV,Maruti,2011,280000,33000,Petrol,Individual,Manual,First Owner
Maruti A-Star Vxi,Maruti,2010,180000,40000,Petrol,Individual,Manual,First Owner
Renault KWID 1.0 RXT Optional,Renault,2018,300000,10500,Petrol,Individual,Manual,First Owner
Mahindra Bolero 2011-2019 SLX,Mahindra,2013,400000,107000,Diesel,Individual,Manual,First Owner
Hyundai i10 Sportz 1.2,Hyundai,2010,210000,60000,Petrol,Individual,Manual,Second Owner
Hyundai Santro Xing XG eRLX Euro III,Hyundai,2006,90000,120000,Petrol,Individual,Manual,Second Owner
Maruti Wagon R LXI BS IV,Maruti,2010,222000,70000,Petrol,Individual,Manual,First Owner
Maruti Alto 800 LXI,Maruti,2015,240000,50000,Petrol,Individual,Manual,Second Owner
Toyota Etios Liva GD,Toyota,2013,450000,70000,Diesel,Individual,Manual,Second Owner
Ford Ecosport 1.5 Petrol Ambiente,Ford,2017,650000,6000,Petrol,Individual,Manual,First Owner
Hyundai Verna SX Diesel,Hyundai,2010,200000,78000,Diesel,Dealer,Manual,Second Owner
Hyundai Verna SX Diesel,Hyundai,2011,210000,72000,Diesel,Dealer,Manual,Third Owner
Tata Nano Cx BSIV,Tata,2011,75000,9528,Petrol,Dealer,Manual,First Owner
Toyota Innova 2.5 G (Diesel) 8 Seater,Toyota,2011,450000,135200,Diesel,Dealer,Manual,First Owner
Hyundai i20 1.2 Sportz,Hyundai,2011,220000,58000,Petrol,Dealer,Manual,Second Owner
Hyundai i20 Magna 1.4 CRDi (Diesel),Hyundai,2013,325000,78000,Diesel,Dealer,Manual,Second Owner
Tata Zest Revotron 1.2T XE,Tata,2018,450000,45000,Petrol,Individual,Manual,First Owner
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,Ford,2017,825000,35000,Diesel,Individual,Manual,First Owner
Hyundai Accent GLS,Hyundai,2007,125000,76000,Petrol,Dealer,Manual,Third Owner
Mahindra Xylo D2 BS IV,Mahindra,2015,434999,100000,Diesel,Individual,Manual,Third Owner
Mahindra Scorpio SLE BSIV,Mahindra,2011,484999,99000,Diesel,Individual,Manual,Second Owner
Maruti Ritz VDi,Maruti,2009,175000,80000,Diesel,Individual,Manual,Third Owner
Honda Civic 1.8 S MT,Honda,2006,220000,120000,Petrol,Individual,Manual,Third Owner
Honda BR-V i-VTEC VX MT,Honda,2020,1250000,1100,Petrol,Dealer,Manual,First Owner
Maruti Omni E MPI STD BS IV,Maruti,2017,215000,34000,Petrol,Dealer,Manual,First Owner
Mahindra XUV500 W6 2WD,Mahindra,2014,625000,68000,Diesel,Dealer,Manual,First Owner
Ford EcoSport 1.5 Diesel Titanium BSIV,Ford,2018,615000,15000,Diesel,Individual,Manual,First Owner
Chevrolet Beat Diesel PS,Chevrolet,2012,130000,58000,Diesel,Dealer,Manual,First Owner
Tata Indigo CS eLX BS IV,Tata,2013,175000,50300,Diesel,Individual,Manual,First Owner
Tata Indigo CR4,Tata,2011,150000,70000,Diesel,Individual,Manual,Second Owner
Tata Indica Vista TDI LS,Tata,2011,195000,60000,Diesel,Individual,Manual,Third Owner
Maruti Ertiga 1.5 VDI,Maruti,2020,550000,90000,Diesel,Individual,Manual,First Owner
Isuzu D-Max V-Cross Standard,Isuzu,2018,1500000,40000,Diesel,Individual,Manual,First Owner
Skoda Superb 1.8 TFSI MT,Skoda,2010,400000,80000,Petrol,Individual,Manual,Second Owner
Nissan Kicks XV Premium D BSIV,Nissan,2019,1350000,15000,Diesel,Individual,Manual,First Owner
Maruti Swift 1.2 DLX,Maruti,2015,217000,45000,Petrol,Individual,Manual,First Owner
Maruti Swift VDI BSIV,Maruti,2011,290000,130000,Diesel,Individual,Manual,Second Owner
Mahindra Bolero Power Plus SLX,Mahindra,2018,700000,80000,Diesel,Individual,Manual,First Owner
Maruti Alto 800 Base,Maruti,2014,175000,40000,Petrol,Individual,Manual,First Owner
Volkswagen Ameo 1.5 TDI Highline 16 Alloy,Volkswagen,2017,575000,80000,Diesel,Individual,Manual,First Owner
Maruti Ritz LDi,Maruti,2016,380000,100000,Diesel,Individual,Manual,Second Owner
Mahindra Xylo D4 BSIV,Mahindra,2013,350000,151624,Diesel,Individual,Manual,Second Owner
Renault Duster 85PS Diesel RxL Optional,Renault,2012,450000,160000,Diesel,Individual,Manual,First Owner
Hyundai Santro AT CNG,Hyundai,2005,130000,110000,CNG,Individual,Manual,Second Owner
Maruti Swift VDI BSIV,Maruti,2015,320000,74820,Diesel,Individual,Manual,First Owner
Mahindra XUV500 W6 2WD,Mahindra,2014,550000,82000,Diesel,Individual,Manual,First Owner
Maruti Wagon R VXI BS IV,Maruti,2015,370000,50000,Petrol,Individual,Manual,Second Owner
Chevrolet Beat LT,Chevrolet,2010,114999,70000,Petrol,Individual,Manual,Second Owner
Ford Ecosport Sports Petrol,Ford,2020,1100000,1000,Petrol,Individual,Manual,First Owner
Hyundai Tucson CRDi,Hyundai,2006,170000,170000,Diesel,Individual,Manual,First Owner
Tata Indigo TDI,Tata,2008,80000,150000,Diesel,Individual,Manual,Third Owner
Ford EcoSport 1.5 Diesel Titanium BSIV,Ford,2019,950000,17000,Diesel,Individual,Manual,First Owner
Maruti Swift Dzire VDI,Maruti,2014,425000,150000,Diesel,Individual,Manual,First Owner
Hyundai i20 Asta Option 1.4 CRDi,Hyundai,2015,500000,80000,Diesel,Individual,Manual,First Owner
Hyundai Santro Xing XG eRLX Euro III,Hyundai,2005,70000,170000,Petrol,Individual,Manual,Third Owner
Honda Amaze S i-Dtech,Honda,2013,349000,120000,Diesel,Individual,Manual,First Owner
Hyundai i20 1.2 Sportz,Hyundai,2012,330000,90000,Petrol,Individual,Manual,Third Owner
Hyundai Santro Xing GLS,Hyundai,2010,120000,90000,Petrol,Individual,Manual,Third Owner
Hyundai Verna 1.6 SX CRDi (O),Hyundai,2013,430000,100000,Diesel,Individual,Manual,Second Owner
Maruti Swift VDI BSIV,Maruti,2014,390000,90000,Diesel,Individual,Manual,First Owner
Nissan Micra Diesel XV Primo,Nissan,2012,225000,129000,Diesel,Individual,Manual,First Owner
Mahindra Scorpio VLS AT 2.2 mHAWK,Mahindra,2010,350000,186000,Diesel,Individual,Automatic,Second Owner
Tata Sumo LX,Tata,2009,100000,66778,Diesel,Individual,Manual,First Owner
Hyundai EON Era Plus,Hyundai,2014,190000,50000,Petrol,Individual,Manual,First Owner
Hyundai i20 Sportz 1.4 CRDi,Hyundai,2014,315000,110000,Diesel,Individual,Manual,Second Owner
Hyundai Grand i10 CRDi Magna,Hyundai,2015,300000,60000,Diesel,Individual,Manual,Second Owner
Renault KWID RXT,Renault,2016,280000,40000,Petrol,Individual,Manual,First Owner
Hyundai Tucson 2.0 e-VGT 2WD MT,Hyundai,2017,1650000,55000,Diesel,Dealer,Manual,First Owner
Hyundai EON Era Plus,Hyundai,2015,295000,21000,Petrol,Dealer,Manual,Second Owner
Jaguar XF 5.0 Litre V8 Petrol,Jaguar,2012,2050000,66363,Petrol,Dealer,Automatic,Second Owner
Hyundai Creta 1.6 VTVT AT SX Plus,Hyundai,2018,1475000,11700,Petrol,Dealer,Automatic,First Owner
Hyundai Verna VTVT 1.6 AT SX Option,Hyundai,2017,1100000,10000,Petrol,Individual,Automatic,First Owner
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,Mercedes-Benz,2014,4400000,100000,Diesel,Individual,Automatic,Second Owner
Maruti Swift ZXI BSIV,Maruti,2016,670000,7104,Petrol,Trustmark Dealer,Manual,First Owner
Maruti S-Cross Zeta DDiS 200 SH,Maruti,2015,750000,45974,Diesel,Trustmark Dealer,Manual,First Owner
Hyundai Verna 1.6 VTVT SX,Hyundai,2015,760000,55340,Petrol,Trustmark Dealer,Manual,First Owner
Volkswagen Polo GTI,Volkswagen,2017,850000,20000,Petrol,Dealer,Automatic,Second Owner
Renault Pulse RxL,Renault,2015,390000,61585,Diesel,Trustmark Dealer,Manual,First Owner
Maruti Celerio VXI AMT BSIV,Maruti,2016,450000,39415,Petrol,Trustmark Dealer,Automatic,Second Owner
Honda Brio V MT,Honda,2014,425000,29654,Petrol,Trustmark Dealer,Manual,First Owner
Maruti Baleno Alpha 1.3,Maruti,2016,770000,64672,Diesel,Trustmark Dealer,Manual,First Owner
Hyundai Creta 1.6 SX Automatic Diesel,Hyundai,2015,1150000,54634,Diesel,Trustmark Dealer,Automatic,Second Owner
Honda City i VTEC V,Honda,2015,775000,66521,Petrol,Trustmark Dealer,Manual,First Owner
Hyundai Elite i20 Asta Option CVT BSIV,Hyundai,2019,720000,3000,Petrol,Individual,Automatic,First Owner
Toyota Innova Crysta 2.4 GX AT,Toyota,2018,1725000,23974,Diesel,Dealer,Automatic,Second Owner
Tata Tiago 1.2 Revotron XZ,Tata,2018,539000,10000,Petrol,Individual,Manual,First Owner
Maruti Celerio ZXI,Maruti,2017,420000,50000,Petrol,Individual,Manual,First Owner
Maruti Omni E 8 Str STD,Maruti,2001,85000,70000,Petrol,Individual,Manual,Third Owner
OpelCorsa 1.6Gls,OpelCorsa,2004,142000,73000,Petrol,Individual,Manual,Fourth & Above Owner
Hyundai EON D Lite,Hyundai,2014,180000,76000,Petrol,Individual,Manual,Second Owner
Chevrolet Tavera Neo 3 Max 9 Str BSIII,Chevrolet,2014,400000,120000,Diesel,Individual,Manual,Second Owner
Mahindra Scorpio VLX 2WD ABS AT BSIII,Mahindra,2009,360000,170000,Diesel,Individual,Automatic,Third Owner
Hyundai Santro Xing XG,Hyundai,2003,85000,110000,Petrol,Individual,Manual,Second Owner
Honda Brio 1.2 S MT,Honda,2016,350000,63400,Petrol,Individual,Manual,First Owner
Datsun GO Plus T BSIV,Datsun,2015,380000,25000,Petrol,Individual,Manual,First Owner
Hyundai i10 Era,Hyundai,2009,140000,80000,Petrol,Individual,Manual,Third Owner
Maruti Wagon R VXI BS IV,Maruti,2012,200000,90000,Petrol,Individual,Manual,First Owner
Hyundai Santro Xing GL,Hyundai,2011,150000,157000,Petrol,Individual,Manual,First Owner
Tata Indica Vista Quadrajet LS,Tata,2012,150000,80000,Diesel,Individual,Manual,Second Owner
Maruti 800 Std BSII,Maruti,2006,90000,40000,Petrol,Individual,Manual,Second Owner
Mahindra Bolero SLX 2WD,Mahindra,2007,300000,100000,Diesel,Individual,Manual,Second Owner
Renault KWID RXT,Renault,2017,280000,50000,Petrol,Individual,Manual,First Owner
Maruti Alto K10 2010-2014 VXI,Maruti,2011,200000,40000,Petrol,Individual,Manual,First Owner
Chevrolet Aveo U-VA 1.2 LT WO ABS Airbag,Chevrolet,2009,110000,38500,Petrol,Individual,Manual,Second Owner
Hyundai i10 Magna,Hyundai,2008,140000,103921,Petrol,Individual,Manual,Second Owner
Hyundai Creta 1.4 EX Diesel,Hyundai,2020,1050000,10000,Diesel,Individual,Manual,First Owner
Honda City i-VTEC VX,Honda,2018,1150000,14825,Petrol,Dealer,Manual,First Owner
Honda BR-V i-DTEC VX MT,Honda,2016,910000,43377,Diesel,Dealer,Manual,First Owner
Ford Figo Diesel Titanium,Ford,2010,160000,102307,Diesel,Dealer,Manual,First Owner
Maruti Zen LX,Maruti,2004,105000,79000,Petrol,Individual,Manual,Second Owner
Skoda Octavia Elegance 2.0 TDI AT,Skoda,2014,1200000,135000,Diesel,Individual,Automatic,Third Owner
Renault KWID 1.0 RXT Optional,Renault,2018,300000,10500,Petrol,Individual,Manual,First Owner
Maruti Wagon R LXI,Maruti,2004,70000,90000,Petrol,Individual,Manual,Fourth & Above Owner
Chevrolet Beat Diesel,Chevrolet,2012,160000,110000,Diesel,Individual,Manual,First Owner
Chevrolet Beat Diesel LS,Chevrolet,2012,160000,50000,Diesel,Individual,Manual,First Owner
Chevrolet Sail Hatchback LT ABS,Chevrolet,2013,225000,80000,Diesel,Individual,Manual,First Owner
Honda Jazz 1.5 VX i DTEC,Honda,2018,790000,19571,Diesel,Dealer,Manual,First Owner
Honda City 1.3 EXI,Honda,2002,145000,100000,Petrol,Individual,Manual,First Owner
Honda City i-VTEC ZX,Honda,2018,1200000,29600,Petrol,Dealer,Manual,First Owner
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,Ford,2018,930000,20000,Diesel,Individual,Manual,First Owner
Hyundai EON D Lite,Hyundai,2016,210000,30000,Petrol,Individual,Manual,First Owner
Hyundai Getz 1.5 CRDi GVS,Hyundai,2008,110000,154000,Diesel,Individual,Manual,Third Owner
Maruti Swift LXI,Maruti,2011,175000,70000,Petrol,Individual,Manual,First Owner
Maruti Vitara Brezza ZDi Plus AMT Dual Tone,Maruti,2018,950000,15000,Diesel,Individual,Automatic,First Owner
Renault Lodgy Stepway 85PS RXZ 8S,Renault,2017,650000,40000,Diesel,Individual,Manual,First Owner
Maruti Swift VXI,Maruti,2019,550000,51000,Petrol,Individual,Manual,First Owner
Maruti Alto LX BSIII,Maruti,2008,85000,120000,Petrol,Individual,Manual,Second Owner
Maruti Celerio LXI MT BSIV,Maruti,2019,340000,50000,Petrol,Individual,Manual,First Owner
Renault Captur 1.5 Diesel RXT,Renault,2017,825000,13500,Diesel,Individual,Manual,First Owner
Toyota Etios 1.5 V,Toyota,2016,509999,35000,Petrol,Individual,Manual,First Owner
Renault Duster 85PS Diesel RxL,Renault,2013,450000,1000,Diesel,Dealer,Manual,Second Owner
Mercedes-Benz C-Class Progressive C 220d,Mercedes-Benz,2018,3800000,10000,Diesel,Dealer,Automatic,First Owner
Audi A4 3.0 TDI Quattro,Audi,2013,1580000,86000,Diesel,Dealer,Automatic,First Owner
BMW X5 xDrive 30d xLine,BMW,2019,4950000,30000,Diesel,Dealer,Automatic,First Owner
Hyundai Creta 1.6 CRDi SX,Hyundai,2016,535000,52600,Diesel,Individual,Manual,First Owner
Maruti SX4 Vxi BSIV,Maruti,2012,225000,110000,Petrol,Individual,Manual,Second Owner
Hyundai Grand i10 1.2 Kappa Magna AT,Hyundai,2017,550000,19890,Petrol,Dealer,Automatic,First Owner
Maruti Swift ZXI BSIV,Maruti,2016,670000,7104,Petrol,Trustmark Dealer,Manual,First Owner
Maruti Ertiga VXI,Maruti,2015,625000,11918,Petrol,Trustmark Dealer,Manual,First Owner
Hyundai Grand i10 Magna AT,Hyundai,2017,520000,10510,Petrol,Dealer,Automatic,First Owner
Chevrolet Beat LT Option,Chevrolet,2016,239000,41000,Petrol,Dealer,Manual,First Owner
Toyota Fortuner 4x2 AT,Toyota,2017,2600000,47162,Diesel,Trustmark Dealer,Automatic,First Owner
Maruti S-Cross Zeta DDiS 200 SH,Maruti,2015,750000,45974,Diesel,Trustmark Dealer,Manual,First Owner
Hyundai i10 Magna,Hyundai,2012,229999,49824,Petrol,Dealer,Manual,First Owner
Audi A6 2.0 TDI Premium Plus,Audi,2013,1300000,58500,Diesel,Dealer,Automatic,First Owner
Hyundai Santro GS,Hyundai,2005,80000,56580,Petrol,Dealer,Manual,First Owner
Skoda Laura Ambiente 2.0 TDI CR MT,Skoda,2012,385000,52000,Diesel,Dealer,Manual,First Owner
Hyundai Verna 1.6 VTVT SX,Hyundai,2015,760000,55340,Petrol,Trustmark Dealer,Manual,First Owner
Maruti Swift Dzire VDI,Maruti,2017,600000,46507,Diesel,Trustmark Dealer,Manual,First Owner
Renault Duster 85PS Diesel RxL,Renault,2013,450000,1000,Diesel,Dealer,Manual,Second Owner
Mercedes-Benz C-Class Progressive C 220d,Mercedes-Benz,2018,3800000,10000,Diesel,Dealer,Automatic,First Owner
Audi A4 3.0 TDI Quattro,Audi,2013,1580000,86000,Diesel,Dealer,Automatic,First Owner
BMW X5 xDrive 30d xLine,BMW,2019,4950000,30000,Diesel,Dealer,Automatic,First Owner
Hyundai Creta 1.6 CRDi SX,Hyundai,2016,535000,52600,Diesel,Individual,Manual,First Owner
Maruti SX4 Vxi BSIV,Maruti,2012,225000,110000,Petrol,Individual,Manual,Second Owner
Hyundai Grand i10 1.2 Kappa Magna AT,Hyundai,2017,550000,19890,Petrol,Dealer,Automatic,First Owner
Maruti Swift ZXI BSIV,Maruti,2016,670000,7104,Petrol,Trustmark Dealer,Manual,First Owner
Maruti Ertiga VXI,Maruti,2015,625000,11918,Petrol,Trustmark Dealer,Manual,First Owner
Hyundai Grand i10 Magna AT,Hyundai,2017,520000,10510,Petrol,Dealer,Automatic,First Owner
Chevrolet Beat LT Option,Chevrolet,2016,239000,41000,Petrol,Dealer,Manual,First Owner
Toyota Fortuner 4x2 AT,Toyota,2017,2600000,47162,Diesel,Trustmark Dealer,Automatic,First Owner
Maruti S-Cross Zeta DDiS 200 SH,Maruti,2015,750000,45974,Diesel,Trustmark Dealer,Manual,First Owner
Hyundai i10 Magna,Hyundai,2012,229999,49824,Petrol,Dealer,Manual,First Owner
Audi A6 2.0 TDI Premium Plus,Audi,2013,1300000,58500,Diesel,Dealer,Automatic,First Owner
Hyundai Santro GS,Hyundai,2005,80000,56580,Petrol,Dealer,Manual,First Owner
Skoda Laura Ambiente 2.0 TDI CR MT,Skoda,2012,385000,52000,Diesel,Dealer,Manual,First Owner
Hyundai Verna 1.6 VTVT SX,Hyundai,2015,760000,55340,Petrol,Trustmark Dealer,Manual,First Owner
Maruti Swift Dzire VDI,Maruti,2017,600000,46507,Diesel,Trustmark Dealer,Manual,First Owner
Maruti Baleno Alpha 1.3,Maruti,2017,650000,70000,Diesel,Individual,Manual,First Owner
Chevrolet Spark 1.0 LS,Chevrolet,2011,140000,60000,Petrol,Individual,Manual,Second Owner
Maruti Alto LXi,Maruti,2011,150000,70000,Petrol,Individual,Manual,First Owner
Datsun GO Plus A Option Petrol,Datsun,2018,450000,10000,Petrol,Individual,Manual,Second Owner
Hyundai Accent CRDi,Hyundai,2006,170000,245244,Diesel,Individual,Manual,Fourth & Above Owner
Renault KWID 1.0 RXT Optional,Renault,2017,400000,60000,Petrol,Individual,Manual,First Owner
Tata Tiago 1.2 Revotron XE,Tata,2016,300000,30000,Petrol,Individual,Manual,First Owner
Maruti Alto 800 Base,Maruti,2012,250000,8000,Petrol,Individual,Manual,First Owner
Tata Tigor 1.2 Revotron XM,Tata,2019,500000,10000,Petrol,Individual,Manual,First Owner
Hyundai Accent CRDi,Hyundai,2002,85000,100000,Diesel,Individual,Manual,Third Owner
Nissan Sunny Diesel XL,Nissan,2012,300000,110000,Diesel,Individual,Manual,First Owner
Hyundai Santro GS,Hyundai,2005,80000,56580,Petrol,Dealer,Manual,First Owner
Mahindra XUV500 AT W8 FWD,Mahindra,2015,740000,45000,Diesel,Dealer,Automatic,First Owner
Hyundai Santro Xing XG,Hyundai,2005,70000,68500,Petrol,Dealer,Manual,First Owner
Hyundai Santro Sportz AMT,Hyundai,2019,484999,5007,Petrol,Dealer,Automatic,First Owner
Nissan Micra Active XV S,Nissan,2013,164000,30000,Petrol,Individual,Manual,First Owner
Honda City 1.5 V AT,Honda,2008,140000,70000,Petrol,Individual,Automatic,First Owner
Mercedes-Benz E-Class E250 CDI Elegance,Mercedes-Benz,2011,999000,49600,Diesel,Dealer,Automatic,First Owner
Maruti Alto LXI,Maruti,2005,56000,23000,Petrol,Individual,Manual,Second Owner
BMW 7 Series 730Ld,BMW,2006,1050000,30000,Diesel,Dealer,Automatic,First Owner
Hyundai Verna 1.6 VTVT,Hyundai,2010,190000,38000,Petrol,Dealer,Manual,First Owner
Audi Q5 3.0 TDI Quattro Technology,Audi,2018,3899000,22000,Diesel,Dealer,Automatic,First Owner
Hyundai i10 Sportz 1.2,Hyundai,2011,235000,43100,Petrol,Dealer,Manual,First Owner
Datsun GO Plus T,Datsun,2017,350000,10171,Petrol,Dealer,Manual,First Owner
Renault Duster 110PS Diesel RxL,Renault,2015,465000,41123,Diesel,Dealer,Manual,First Owner
Toyota Camry Hybrid 2.5,Toyota,2017,1900000,20118,Petrol,Dealer,Automatic,First Owner
Honda City i DTec SV,Honda,2014,450000,40000,Diesel,Dealer,Manual,First Owner
Volkswagen Jetta 2.0L TDI Highline,Volkswagen,2015,790000,52517,Diesel,Dealer,Manual,First Owner
Mahindra Marazzo M2 8Str,Mahindra,2019,900000,20000,Diesel,Individual,Manual,First Owner
Ford Ecosport 1.5 DV5 MT Titanium Optional,Ford,2014,450000,99117,Diesel,Dealer,Manual,First Owner
Chevrolet Spark 1.0 LS,Chevrolet,2009,135000,90000,Petrol,Individual,Manual,First Owner
Maruti Celerio ZXI MT BSIV,Maruti,2019,425000,3700,Petrol,Individual,Manual,First Owner
Tata Indica Vista Terra 1.4 TDI,Tata,2010,100000,80000,Diesel,Individual,Manual,First Owner
Ford EcoSport 1.5 TDCi Titanium BSIV,Ford,2015,650000,100000,Diesel,Individual,Manual,Second Owner
Tata Indica Vista Aqua 1.4 TDI,Tata,2011,90000,54000,Diesel,Individual,Manual,First Owner
Hyundai EON Era Plus,Hyundai,2017,250000,19000,Petrol,Individual,Manual,First Owner
Maruti Swift Dzire VDI,Maruti,2014,300000,120000,Diesel,Individual,Manual,First Owner
Maruti Wagon R VXI BS IV,Maruti,2014,275000,30000,Petrol,Individual,Manual,First Owner
Honda BRV i-VTEC V MT,Honda,2017,600000,43500,Petrol,Individual,Manual,First Owner
Renault KWID RXT,Renault,2016,270000,60000,Petrol,Individual,Manual,Second Owner
Renault KWID RXT Optional,Renault,2016,240000,70000,Petrol,Individual,Manual,Second Owner
Skoda Octavia Elegance 2.0 TDI AT,Skoda,2014,1200000,135000,Diesel,Individual,Automatic,Third Owner
Chevrolet Beat Diesel LS,Chevrolet,2012,160000,50000,Diesel,Individual,Manual,First Owner
Honda Jazz 1.5 VX i DTEC,Honda,2018,790000,19571,Diesel,Dealer,Manual,First Owner
Honda City i-VTEC ZX,Honda,2018,1200000,29600,Petrol,Dealer,Manual,First Owner
Maruti Swift LXI,Maruti,2011,175000,70000,Petrol,Individual,Manual,First Owner
Maruti Vitara Brezza ZDi Plus AMT Dual Tone,Maruti,2018,950000,15000,Diesel,Individual,Automatic,First Owner
Maruti Celerio LXI MT BSIV,Maruti,2019,340000,50000,Petrol,Individual,Manual,First Owner
Renault Captur 1.5 Diesel RXT,Renault,2017,825000,13500,Diesel,Individual,Manual,First Owner
